Sigla;Tipo;Tipo2;Natureza;Universidade;Estado;Região;tipo3;Título;nav_title;nome_curto;Descrição;Região no Portal;Estado Nome;Estado no Portal;Onde criar;TAGs
UFAC;Universidade;Federal;Pública;Universidade Federal do Acre;AC;Norte;sobre_nos;Sobre a UFAC;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Acre (UFAC).;Região Norte;Acre;Acre (AC);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/acre/ufac;UFAC
UFAL;Universidade;Federal;Pública;Universidade Federal de Alagoas;AL;Nordeste;sobre_nos;Sobre a UFAL;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Alagoas (UFAL).;Região Nordeste;Alagoas;Alagoas (AL);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/alagoas/ufal;UFAL
UNIFAP;Universidade;Federal;Pública;Universidade Federal do Amapá;AP;Norte;sobre_nos;Sobre a UNIFAP;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Amapá (UNIFAP).;Região Norte;Amapá;Amapá (AP);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/amapa/unifap;UNIFAP
UFAM;Universidade;Federal;Pública;Universidade Federal do Amazonas;AM;Norte;sobre_nos;Sobre a UFAM;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Amazonas (UFAM).;Região Norte;Amazonas;Amazonas (AM);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/amazonas/ufam;UFAM
UFBA;Universidade;Federal;Pública;Universidade Federal da Bahia;BA;Nordeste;sobre_nos;Sobre a UFBA;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal da Bahia (UFBA).;Região Nordeste;Bahia;Bahia (BA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/bahia/ufba;UFBA
UFOB;Universidade;Federal;Pública;Universidade Federal do Oeste da Bahia;BA;Nordeste;sobre_nos;Sobre a UFOB;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Oeste da Bahia (UFOB).;Região Nordeste;Bahia;Bahia (BA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/bahia/ufob;UFOB
UFRB;Universidade;Federal;Pública;Universidade Federal do Recôncavo da Bahia;BA;Nordeste;sobre_nos;Sobre a UFRB;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Recôncavo da Bahia (UFRB).;Região Nordeste;Bahia;Bahia (BA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/bahia/ufrb;UFRB
UFSB;Universidade;Federal;Pública;Universidade Federal do Sul da Bahia;BA;Nordeste;sobre_nos;Sobre a UFSB;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Sul da Bahia (UFSB).;Região Nordeste;Bahia;Bahia (BA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/bahia/ufsb;UFSB
UFC;Universidade;Federal;Pública;Universidade Federal do Ceará;CE;Nordeste;sobre_nos;Sobre a UFC;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Ceará (UFC).;Região Nordeste;Ceará;Ceará (CE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/ceara/ufc;UFC
UFCA;Universidade;Federal;Pública;Universidade Federal do Cariri;CE;Nordeste;sobre_nos;Sobre a UFCA;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Cariri (UFCA).;Região Nordeste;Ceará;Ceará (CE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/ceara/ufca;UFCA
UNILAB;Universidade;Federal;Pública;Universidade da Integração Internacional da Lusofonia Afro-Brasileira;CE;Nordeste;sobre_nos;Sobre a UNILAB;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade da Integração Internacional da Lusofonia Afro-Brasileira (UNILAB).;Região Nordeste;Ceará;Ceará (CE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/ceara/unilab;UNILAB
UnB;Universidade;Federal;Pública;Universidade de Brasília;DF;Centro-Oeste;sobre_nos;Sobre a UnB;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade de Brasília (UnB).;Região Centro-Oeste;Distrito Federal;Distrito Federal (DF);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_centro_oeste/distrito_federal/unb;UnB
UFES;Universidade;Federal;Pública;Universidade Federal do Espírito Santo;ES;Sudeste;sobre_nos;Sobre a UFES;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Espírito Santo (UFES).;Região Sudeste;Espírito Santo;Espírito Santo (ES);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/espirito_santo/ufes;UFES
UFCAT;Universidade;Federal;Pública;Universidade Federal de Catalão;GO;Centro-Oeste;sobre_nos;Sobre a UFCAT;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Catalão (UFCAT).;Região Centro-Oeste;Goiás;Goiás (GO);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_centro_oeste/goias/ufcat;UFCAT
UFG;Universidade;Federal;Pública;Universidade Federal de Goiás;GO;Centro-Oeste;sobre_nos;Sobre a UFG;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Goiás (UFG).;Região Centro-Oeste;Goiás;Goiás (GO);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_centro_oeste/goias/ufg;UFG
UFJ;Universidade;Federal;Pública;Universidade Federal de Jataí;GO;Centro-Oeste;sobre_nos;Sobre a UFJ;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Jataí (UFJ).;Região Centro-Oeste;Goiás;Goiás (GO);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_centro_oeste/goias/ufj;UFJ
UFMA;Universidade;Federal;Pública;Universidade Federal do Maranhão;MA;Nordeste;sobre_nos;Sobre a UFMA;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Maranhão (UFMA).;Região Nordeste;Maranhão;Maranhão (MA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/maranhao/ufma;UFMA
UFMT;Universidade;Federal;Pública;Universidade Federal de Mato Grosso;MT;Centro-Oeste;sobre_nos;Sobre a UFMT;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Mato Grosso (UFMT).;Região Centro-Oeste;Mato Grosso;Mato Grosso (MT);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_centro_oeste/mato_grosso/ufmt;UFMT
UFR;Universidade;Federal;Pública;Universidade Federal de Rondonópolis;MT;Centro-Oeste;sobre_nos;Sobre a UFR;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Rondonópolis (UFR).;Região Centro-Oeste;Mato Grosso;Mato Grosso (MT);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_centro_oeste/mato_grosso/ufr;UFR
UFGD;Universidade;Federal;Pública;Universidade Federal da Grande Dourados;MS;Centro-Oeste;sobre_nos;Sobre a UFGD;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal da Grande Dourados (UFGD).;Região Centro-Oeste;Mato Grosso do Sul;Mato Grosso do Sul (MS);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_centro_oeste/mato_grosso_do_sul/ufgd;UFGD
UFMS;Universidade;Federal;Pública;Universidade Federal de Mato Grosso do Sul;MS;Centro-Oeste;sobre_nos;Sobre a UFMS;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Mato Grosso do Sul (UFMS).;Região Centro-Oeste;Mato Grosso do Sul;Mato Grosso do Sul (MS);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_centro_oeste/mato_grosso_do_sul/ufms;UFMS
CEFET_MG;Centro de Educação Tecnológica;Federal;Pública;Centro Federal de Educação Tecnológica de Minas Gerais;MG;Sudeste;sobre_nos;Sobre a CEFET_MG;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Centro Federal de Educação Tecnológica de Minas Gerais (CEFET_MG).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/cefet_mg;CEFET_MG
UFJF;Universidade;Federal;Pública;Universidade Federal de Juiz de Fora;MG;Sudeste;sobre_nos;Sobre a UFJF;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Juiz de Fora (UFJF).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/ufjf;UFJF
UFLA;Universidade;Federal;Pública;Universidade Federal de Lavras;MG;Sudeste;sobre_nos;Sobre a UFLA;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Lavras (UFLA).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/ufla;UFLA
UFMG;Universidade;Federal;Pública;Universidade Federal de Minas Gerais;MG;Sudeste;sobre_nos;Sobre a UFMG;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Minas Gerais (UFMG).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/ufmg;UFMG
UFOP;Universidade;Federal;Pública;Universidade Federal de Ouro Preto;MG;Sudeste;sobre_nos;Sobre a UFOP;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Ouro Preto (UFOP).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/ufop;UFOP
UFSJ;Universidade;Federal;Pública;Universidade Federal de São João del-Rei;MG;Sudeste;sobre_nos;Sobre a UFSJ;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de São João del-Rei (UFSJ).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/ufsj;UFSJ
UFTM;Universidade;Federal;Pública;Universidade Federal do Triângulo Mineiro;MG;Sudeste;sobre_nos;Sobre a UFTM;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Triângulo Mineiro (UFTM).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/uftm;UFTM
UFU;Universidade;Federal;Pública;Universidade Federal de Uberlândia;MG;Sudeste;sobre_nos;Sobre a UFU;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Uberlândia (UFU).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/ufu;UFU
UFV;Universidade;Federal;Pública;Universidade Federal de Viçosa;MG;Sudeste;sobre_nos;Sobre a UFV;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Viçosa (UFV).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/ufv;UFV
UFVJM;Universidade;Federal;Pública;Universidade Federal dos Vales do Jequitinhonha e Mucuri;MG;Sudeste;sobre_nos;Sobre a UFVJM;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/ufvjm;UFVJM
UNIFAL;Universidade;Federal;Pública;Universidade Federal de Alfenas;MG;Sudeste;sobre_nos;Sobre a UNIFAL;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Alfenas (UNIFAL).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/unifal;UNIFAL
UNIFEI;Universidade;Federal;Pública;Universidade Federal de Itajubá;MG;Sudeste;sobre_nos;Sobre a UNIFEI;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Itajubá (UNIFEI).;Região Sudeste;Minas Gerais;Minas Gerais (MG);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/minas_gerais/unifei;UNIFEI
UFOPA;Universidade;Federal;Pública;Universidade Federal do Oeste do Pará;PA;Norte;sobre_nos;Sobre a UFOPA;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Oeste do Pará (UFOPA).;Região Norte;Pará;Pará (PA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/para/ufopa;UFOPA
UFPA;Universidade;Federal;Pública;Universidade Federal do Pará;PA;Norte;sobre_nos;Sobre a UFPA;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Pará (UFPA).;Região Norte;Pará;Pará (PA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/para/ufpa;UFPA
UFRA;Universidade;Federal;Pública;Universidade Federal Rural da Amazônia;PA;Norte;sobre_nos;Sobre a UFRA;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal Rural da Amazônia (UFRA).;Região Norte;Pará;Pará (PA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/para/ufra;UFRA
UNIFESSPA;Universidade;Federal;Pública;Universidade Federal do Sul e Sudeste do Pará;PA;Norte;sobre_nos;Sobre a UNIFESSPA;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Sul e Sudeste do Pará (UNIFESSPA).;Região Norte;Pará;Pará (PA);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_norte/para/unifesspa;UNIFESSPA
UFCG;Universidade;Federal;Pública;Universidade Federal de Campina Grande;PB;Nordeste;sobre_nos;Sobre a UFCG;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Campina Grande (UFCG).;Região Nordeste;Paraíba;Paraíba (PB);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/paraiba/ufcg;UFCG
UFPB;Universidade;Federal;Pública;Universidade Federal da Paraíba;PB;Nordeste;sobre_nos;Sobre a UFPB;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal da Paraíba (UFPB).;Região Nordeste;Paraíba;Paraíba (PB);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/paraiba/ufpb;UFPB
UFPR;Universidade;Federal;Pública;Universidade Federal do Paraná;PR;Sul;sobre_nos;Sobre a UFPR;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Paraná (UFPR).;Região Sul;Paraná;Paraná (PR);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/parana/ufpr;UFPR
UNILA;Universidade;Federal;Pública;Universidade Federal da Integração Latino-Americana;PR;Sul;sobre_nos;Sobre a UNILA;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal da Integração Latino-Americana (UNILA).;Região Sul;Paraná;Paraná (PR);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/parana/unila;UNILA
UTFPR;Universidade;Federal;Pública;Universidade Tecnológica Federal do Paraná;PR;Sul;sobre_nos;Sobre a UTFPR;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Tecnológica Federal do Paraná (UTFPR).;Região Sul;Paraná;Paraná (PR);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sul/parana/utfpr;UTFPR
UFAPE;Universidade;Federal;Pública;Universidade Federal do Agreste de Pernambuco;PE;Nordeste;sobre_nos;Sobre a UFAPE;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Agreste de Pernambuco (UFAPE).;Região Nordeste;Pernambuco;Pernambuco (PE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/pernambuco/ufape;UFAPE
UFPE;Universidade;Federal;Pública;Universidade Federal de Pernambuco;PE;Nordeste;sobre_nos;Sobre a UFPE;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal de Pernambuco (UFPE).;Região Nordeste;Pernambuco;Pernambuco (PE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/pernambuco/ufpe;UFPE
UFRPE;Universidade;Federal;Pública;Universidade Federal Rural de Pernambuco;PE;Nordeste;sobre_nos;Sobre a UFRPE;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal Rural de Pernambuco (UFRPE).;Região Nordeste;Pernambuco;Pernambuco (PE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/pernambuco/ufrpe;UFRPE
UNIVASF;Universidade;Federal;Pública;Fundação Universidade Federal do Vale do São Francisco;PE;Nordeste;sobre_nos;Sobre a UNIVASF;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Fundação Universidade Federal do Vale do São Francisco (UNIVASF).;Região Nordeste;Pernambuco;Pernambuco (PE);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/pernambuco/univasf;UNIVASF
UFDPAR;Universidade;Federal;Pública;Universidade Federal do Delta do Parnaíba;PI;Nordeste;sobre_nos;Sobre a UFDPAR;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Delta do Parnaíba (UFDPAR).;Região Nordeste;Piauí;Piauí (PI);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/piaui/ufdpar;UFDPAR
UFPI;Universidade;Federal;Pública;Universidade Federal do Piauí;PI;Nordeste;sobre_nos;Sobre a UFPI;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Piauí (UFPI).;Região Nordeste;Piauí;Piauí (PI);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_nordeste/piaui/ufpi;UFPI
CEFET_RJ;Centro de Educação Tecnológica;Federal;Pública;Centro Federal de Educação Tecnológica Celso Suckow da Fonseca;RJ;Sudeste;sobre_nos;Sobre a CEFET_RJ;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET_RJ).;Região Sudeste;Rio de Janeiro;Rio de Janeiro (RJ);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/rio_de_janeiro/cefet_rj;CEFET_RJ
UFF;Universidade;Federal;Pública;Universidade Federal Fluminense;RJ;Sudeste;sobre_nos;Sobre a UFF;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal Fluminense (UFF).;Região Sudeste;Rio de Janeiro;Rio de Janeiro (RJ);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/rio_de_janeiro/uff;UFF
UFRJ;Universidade;Federal;Pública;Universidade Federal do Rio de Janeiro;RJ;Sudeste;sobre_nos;Sobre a UFRJ;Sobre;sobre-nos;Conheça a história, estrutura e informações institucionais sobre a Universidade Federal do Rio de Janeiro (UFRJ).;Região Sudeste;Rio de Janeiro;Rio de Janeiro (RJ);https://www.gov.br/studyinbrazil/pt-br/instituicoes_brasileiras/regiao_sudeste/rio_de_janeiro/ufrj;UFRJ
